x,y,z,price,city_name,locality,per_square_feet_rate,floor_count,floor_number,apartment_type,age_of_property,main_entrance_facing,built_up_area,bedroom_count,bathroom_count,has_swimming_pool,has_gym,number_of_lifts,parking_count,has_gas_pipeline,has_servant_room,power_backup_type,is_gated_community,security_type
1771.5105666144,5754.4724286835,2082.6517663536,10000000,Mumbai,Kurla,13157,14,6,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1771.5590349739,5754.4545029201,2082.66006814,10000000,Mumbai,Kurla,13157,14,7,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1771.507823278,5754.4749466482,2082.6471425721,10000000,Mumbai,Kurla,13157,14,12,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.4923633374,5754.4818737951,2082.6411526715,15000000,Mumbai,Kurla,12500,14,7,2,0,7,1200,2,2,0,0,2,1,0,0,0,1,1
1771.5048548727,5754.4749476871,2082.6496646349,15000000,Mumbai,Kurla,11627,14,5,2,0,4,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5413050754,5754.4597710302,2082.6605935693,15000000,Mumbai,Kurla,11627,14,9,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5041178945,5754.4761253769,2082.6470374861,15000000,Mumbai,Kurla,11627,14,8,2,0,3,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5041178945,5754.4761253769,2082.6470374861,15000000,Mumbai,Kurla,11627,14,10,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5615607015,5754.4534210895,2082.660908827,10000000,Mumbai,Kurla,13157,14,1,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.5190227703,5754.448108529,2082.7117703155,10000000,Mumbai,Kurla,13157,14,0,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,6,0,0,3,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,7,0,0,7,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,7,0,0,6,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,4,0,0,0,450,1,1,0,0,2,1,0,0,0,1,1
1771.5007672873,5754.4773850485,2082.6464069704,15000000,Mumbai,Kurla,11627,14,1,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5007672873,5754.4773850485,2082.6464069704,15000000,Mumbai,Kurla,11627,14,9,2,0,2,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5677862794,5754.4543569432,2082.6530273847,15000000,Mumbai,Kurla,11627,14,2,2,0,1,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5348888335,5754.4571443195,2082.6733089556,15000000,Mumbai,Kurla,11627,14,4,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5042118168,5754.4757161383,2082.6480883457,10000000,Mumbai,Kurla,13157,14,4,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1773.0275585337,5754.834262924,2080.3597965151,7500000,Mumbai,Kurla,16666,18,4,0,0,5,450,1,1,0,0,2,1,0,0,0,1,1
1771.5041178945,5754.4761253769,2082.6470374861,10000000,Mumbai,Kurla,13157,14,6,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.5048548727,5754.4749476871,2082.6496646349,10000000,Mumbai,Kurla,13157,14,7,0,0,4,760,1,2,0,0,2,1,0,0,0,1,1
1771.507410366,5754.4732482012,2082.6521866973,10000000,Mumbai,Kurla,13157,14,7,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.5023895938,5754.4783688898,2082.6423086174,10000000,Mumbai,Kurla,13157,14,3,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1771.4982717749,5754.4796365488,2082.6423086174,15000000,Mumbai,Kurla,12500,14,12,2,0,2,1200,2,2,0,0,2,1,0,0,0,1,1
1771.5399877467,5754.4565634524,2082.6705767246,15000000,Mumbai,Kurla,12500,14,8,2,0,2,1200,2,2,0,0,2,1,0,0,0,1,1
1771.5497108111,5754.4542167071,2082.6687902657,10000000,Mumbai,Kurla,13157,14,10,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.4998763999,5754.4784199544,2082.644305251,15000000,Mumbai,Kurla,12500,14,7,2,0,7,1200,2,2,0,0,2,1,0,0,0,1,1
1771.5109688325,5754.4740923897,2082.6468273142,15000000,Mumbai,Kurla,11627,14,11,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,6,0,0,5,450,1,1,0,0,2,1,0,0,0,1,1
1771.5103769201,5754.474312642,2082.6467222282,10000000,Mumbai,Kurla,13157,14,5,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.502312402,5754.4774038105,2082.6450408528,10000000,Mumbai,Kurla,13157,14,3,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1771.5395581037,5754.4562393243,2082.6718377544,10000000,Mumbai,Kurla,13157,14,1,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.5000944755,5754.4787711769,2082.6431493053,15000000,Mumbai,Kurla,12500,14,4,2,0,2,1200,2,2,0,0,2,1,0,0,0,1,1
1771.5615607015,5754.4534210895,2082.660908827,15000000,Mumbai,Kurla,11627,14,1,2,0,4,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5032567622,5754.4765426046,2082.6466171423,15000000,Mumbai,Kurla,11627,14,6,2,0,2,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5621079914,5754.4541273562,2082.6584918517,10000000,Mumbai,Kurla,13157,14,9,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.501461964,5754.4778557779,2082.644515423,10000000,Mumbai,Kurla,13157,14,2,0,0,4,760,1,2,0,0,2,1,0,0,0,1,1
1771.5361949729,5754.4585297686,2082.6683699224,10000000,Mumbai,Kurla,13157,14,7,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1772.7774681651,5754.8420820741,2080.5512872205,7500000,Mumbai,Kurla,16666,18,4,0,0,2,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,6,0,0,1,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,7,0,0,5,450,1,1,0,0,2,1,0,0,0,1,1
1771.5311039234,5754.4566360649,2082.6779327302,10000000,Mumbai,Kurla,13157,14,4,0,0,6,760,1,2,0,0,2,1,0,0,0,1,1
1771.5328885072,5754.4570755337,2082.6752004999,15000000,Mumbai,Kurla,11627,14,5,2,0,7,1290,2,2,0,0,2,1,0,0,0,1,1
1771.5423916514,5754.455443067,2082.6716275828,10000000,Mumbai,Kurla,13157,14,5,0,0,1,760,1,2,0,0,2,1,0,0,0,1,1
1771.5621079914,5754.4541273562,2082.6584918517,10000000,Mumbai,Kurla,13157,14,9,0,0,0,760,1,2,0,0,2,1,0,0,0,1,1
1771.5348888335,5754.4571443195,2082.6733089556,10000000,Mumbai,Kurla,13157,14,2,0,0,7,760,1,2,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,4,0,0,7,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,5,0,0,4,450,1,1,0,0,2,1,0,0,0,1,1
1772.6276457739,5754.8672965646,2080.6091964542,7500000,Mumbai,Kurla,16666,18,6,0,0,7,450,1,1,0,0,2,1,0,0,0,1,1
1772.4234053719,5755.0850236627,2080.1809158107,10500000,Mumbai,Kurla,15000,4,2,0,30,2,700,1,1,0,0,0,1,0,0,0,1,1
1772.4822007665,5754.9242157513,2080.5756700792,9000000,Mumbai,Kurla,18000,8,7,0,6,1,500,1,1,0,0,1,1,0,0,0,0,1
1771.9665714682,5754.4499986909,2082.3257867504,26500000,Mumbai,Kurla,17526,8,4,5,3,6,1512,3,3,1,1,2,1,1,0,0,1,2
1772.5348841452,5754.3055419603,2082.2412958766,7500000,Mumbai,Kurla,7894,4,0,2,50,4,950,2,3,0,0,0,0,0,0,0,1,0
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,3,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0695897965,5754.3249875052,2082.5835654522,9900000,Mumbai,Kurla,15230,8,5,0,5,3,650,1,2,0,0,1,1,0,0,0,1,1
1771.499540683,5754.4776865903,2082.6466171423,20000000,Mumbai,Kurla,20000,7,4,2,3,3,1000,2,2,1,1,2,1,1,0,1,1,2
1772.0348588586,5754.9760250177,2080.8134011636,16000000,Mumbai,Kurla,15384,11,2,2,0,5,1040,2,2,0,0,2,1,0,0,0,1,1
1773.1349495479,5754.4111453401,2081.4384019415,13000000,Mumbai,Kurla,17449,7,2,2,25,1,745,2,1,0,0,1,1,1,0,0,1,1
1772.0248164378,5754.9744812312,2080.8262229956,10500000,Mumbai,Kurla,15441,11,2,4,0,2,680,2,2,0,0,2,1,0,0,0,1,1
1772.6506407838,5754.4039556794,2081.8707502124,10000000,Mumbai,Kurla,15384,8,5,0,0,3,650,1,2,0,0,1,1,0,0,0,1,1
1771.924973787,5754.3506184276,2082.6357932851,20000000,Mumbai,Kurla,22497,8,6,2,5,5,889,2,2,1,1,2,1,1,0,0,1,2
1772.3081459226,5754.9417997788,2080.67530313,11000000,Mumbai,Kurla,15714,8,6,0,0,4,700,1,1,0,0,1,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,5,0,0,7,650,1,2,0,0,2,1,0,0,0,1,1
1771.4999893827,5754.4773582971,2082.6471425721,10000000,Mumbai,Kurla,15151,14,6,0,0,6,660,1,2,0,0,2,1,0,0,0,1,1
1771.5520789488,5754.4551230746,2082.6642715746,10000000,Mumbai,Kurla,15151,14,4,0,0,6,660,1,2,0,0,2,1,0,0,0,1,1
1772.6280973547,5754.4128772192,2081.8652854982,14000000,Mumbai,Kurla,15053,8,2,2,0,4,930,2,2,0,0,1,1,0,0,0,1,1
1771.5522240037,5754.4541656284,2082.6667936349,15000000,Mumbai,Kurla,15000,14,4,2,0,7,1000,2,2,0,0,2,1,0,0,0,1,1
1772.767303409,5754.8712023543,2080.4793996282,14000000,Mumbai,Kurla,15217,18,14,2,1,1,920,2,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,5,4,0,2,650,2,2,0,0,2,1,0,0,0,1,1
1771.5129747104,5754.4709647328,2082.6537629861,15000000,Mumbai,Kurla,15000,14,7,2,0,7,1000,2,2,0,0,2,1,0,0,0,1,1
1772.1632620777,5754.6198794494,2081.6888373596,7200000,Mumbai,Kurla,15157,5,1,0,0,0,475,1,1,0,0,0,2,1,0,0,1,1
1771.5393749411,5754.4585016228,2082.6657427765,15000000,Mumbai,Kurla,15000,14,4,2,0,2,1000,2,2,0,0,2,1,0,0,0,1,1
1772.0354978374,5754.9756002692,2080.8140317458,10000000,Mumbai,Kurla,15384,11,1,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0283448123,5754.9741547996,2080.8241210566,10000000,Mumbai,Kurla,15384,11,2,0,0,7,650,1,2,0,0,2,1,0,0,0,1,1
1772.0275841045,5754.9763270218,2080.8187611109,10000000,Mumbai,Kurla,15384,11,1,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,5,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10500000,Mumbai,Kurla,15441,11,3,4,0,2,680,2,2,0,0,2,1,0,0,0,1,1
1772.0286611758,5754.9755393809,2080.8200222748,10000000,Mumbai,Kurla,15384,11,2,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.030272614,5754.9764871898,2080.816028589,10000000,Mumbai,Kurla,15384,11,1,4,0,2,650,2,2,0,0,2,1,0,0,0,1,1
1772.6632864108,5754.3925320686,2081.8915581473,14000000,Mumbai,Kurla,15053,8,1,2,0,4,930,2,2,0,0,1,1,0,0,0,1,1
1772.6220826313,5754.4165550043,2081.860241145,14000000,Mumbai,Kurla,15053,8,3,2,0,0,930,2,2,0,0,1,1,0,0,0,1,1
1772.6528889458,5754.4037573961,2081.869384034,10000000,Mumbai,Kurla,15384,8,7,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.6223280729,5754.4155669114,2081.8627633218,10000000,Mumbai,Kurla,15384,8,3,0,0,3,650,1,2,0,0,1,1,0,0,0,1,1
1771.5419513131,5754.4550841985,2082.6729936982,15000000,Mumbai,Kurla,15000,14,9,2,0,7,1000,2,2,0,0,2,1,0,0,0,1,1
1771.5006538286,5754.4766593269,2082.6485086895,10000000,Mumbai,Kurla,15151,14,2,0,0,0,660,1,2,0,0,2,1,0,0,0,1,1
1772.6502218153,5754.4036665178,2081.8719062095,10000000,Mumbai,Kurla,15384,10,7,0,0,3,650,1,2,0,0,1,1,0,0,0,1,1
1772.6497517403,5754.4039253864,2081.8715909376,10000000,Mumbai,Kurla,15384,8,3,0,0,0,650,1,2,0,0,1,1,0,0,0,1,1
1772.6432277344,5754.4055929244,2081.8725367533,10000000,Mumbai,Kurla,15384,8,2,0,0,3,650,1,2,0,0,1,1,0,0,0,1,1
1771.5034669483,5754.4793683609,2082.6386306075,10000000,Mumbai,Kurla,15151,14,8,0,0,6,660,1,2,0,0,2,1,0,0,0,1,1
1771.4992338163,5754.4809757777,2082.6377899194,15000000,Mumbai,Kurla,17441,14,3,2,0,2,860,2,2,0,0,2,1,0,0,0,1,1
1772.6483646894,5754.4037063202,2081.8733774783,10000000,Mumbai,Kurla,15384,8,5,0,0,6,650,1,2,0,0,1,1,0,0,0,1,1
1771.4951429501,5754.4791164829,2082.6464069704,10000000,Mumbai,Kurla,15151,14,3,0,0,0,660,1,2,0,0,2,1,0,0,0,1,1
1772.6509504016,5754.4031759325,2081.8726418439,10000000,Mumbai,Kurla,15384,8,3,0,0,5,650,1,2,0,0,1,1,0,0,0,1,1
1772.6568652313,5754.3948903428,2081.8905072421,10000000,Mumbai,Kurla,16666,8,1,0,0,3,600,1,2,0,0,1,1,0,0,0,1,1
1772.0292574937,5754.9767617583,2080.816133686,10000000,Mumbai,Kurla,15384,11,1,0,0,2,650,1,2,0,0,2,1,0,0,0,1,1
1772.0328028976,5754.975062087,2080.817815238,10000000,Mumbai,Kurla,15384,11,2,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,3,0,0,7,650,1,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,5,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.0344997456,5754.974501605,2080.817920335,10000000,Mumbai,Kurla,15384,11,3,0,0,6,650,1,2,0,0,2,1,0,0,0,1,1
1772.7595792427,5754.8664766526,2080.4990531368,12000000,Mumbai,Kurla,13043,18,6,2,2,1,920,2,2,0,0,2,1,0,0,0,1,1
1771.8480630159,5754.4193685365,2082.5112658998,12500000,Mumbai,Kurla,12019,17,5,2,0,1,1040,2,2,0,0,2,1,0,0,0,1,2
1772.7668536605,5754.9004445038,2080.3988935808,11400000,Mumbai,Kurla,12114,13,1,2,1,3,941,2,2,0,0,2,1,0,0,0,1,1
1772.0669903513,5754.3661773784,2082.4719634008,3900000,Mumbai,Kurla,13000,8,7,1,2,5,300,1,1,0,0,1,2,0,0,0,1,1
1772.073691104,5754.5439759393,2081.9748947281,8500000,Mumbai,Kurla,10000,8,2,2,0,1,850,2,1,0,0,2,1,0,0,0,1,1
1772.549727059,5754.8956663292,2080.5971101509,11000000,Mumbai,Kurla,11578,13,8,2,5,5,950,2,2,0,0,1,1,0,0,0,1,1
1771.718024939,5754.5787749263,2082.1813953818,8500000,Mumbai,Kurla,12686,15,2,0,0,0,670,1,2,0,0,2,2,0,0,0,1,2
1771.4819063599,5754.3771874205,2082.93927908,8300000,Mumbai,Kurla,13387,7,2,0,10,5,620,1,2,0,0,1,0,0,0,0,1,1
1772.6038009822,5754.9201983341,2080.4831831931,15000000,Mumbai,Kurla,12500,13,7,2,0,4,1200,2,2,0,0,2,1,0,0,0,1,1
1772.2840520317,5754.9428361148,2080.6929595606,12000000,Mumbai,Kurla,11428,8,4,2,3,1,1050,2,2,0,0,1,0,0,0,0,1,1
1772.0982829718,5754.4517248019,2082.2089286173,2100000,Mumbai,Kurla,10500,4,0,12,0,1,200,1,1,0,0,0,0,0,0,0,0,0
1771.8437483253,5754.4057128453,2082.5526700407,11500000,Mumbai,Kurla,11057,17,10,2,0,2,1040,2,2,0,0,2,1,1,0,0,1,2
1772.3013350328,5754.9764605733,2080.585234036,8000000,Mumbai,Kurla,14545,8,2,0,4,7,550,1,1,0,0,1,2,1,0,0,1,1
1771.9094874572,5754.3863834014,2082.5501479638,13000000,Mumbai,Kurla,13471,13,7,2,0,5,965,2,2,0,0,2,1,0,0,0,1,1
1772.1343055426,5754.3387537162,2082.4904587055,13000000,Mumbai,Kurla,11818,8,1,2,0,7,1100,2,2,0,0,1,1,0,0,0,1,1
1772.1330905953,5754.4472797967,2082.1915889893,7000000,Mumbai,Kurla,12455,4,0,0,0,4,562,1,1,0,0,0,0,0,0,0,0,0
1772.8664298081,5754.3141319933,2081.9352757476,11200000,Mumbai,Kurla,12004,8,2,2,0,5,933,2,2,0,0,1,0,0,0,0,1,1
1772.0556060564,5754.6637899653,2081.6590963717,5500000,Mumbai,Kurla,12304,17,12,0,0,5,447,1,1,0,0,3,1,0,0,0,1,1
1772.7116771843,5754.9219622398,2080.3863867333,8000000,Mumbai,Kurla,12307,17,15,0,0,2,650,1,2,0,0,2,1,0,0,0,1,2
1771.9100787836,5754.3843758035,2082.5551921171,9000000,Mumbai,Kurla,13432,13,3,0,0,3,670,1,2,0,0,2,1,0,0,1,1,1
1772.3891684888,5754.8178182081,2080.9491859866,6000000,Mumbai,Kurla,12631,15,7,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
1772.2543166639,5754.8209269582,2081.0554379235,12500000,Mumbai,Kurla,13966,8,6,2,4,1,895,2,2,0,0,1,1,0,0,0,1,1
1772.9531884028,5754.8056168297,2080.5024163019,1600000,Mumbai,Kurla,5333,5,4,1,2,2,300,1,1,0,0,0,0,0,0,0,0,0
1771.8644305985,5754.1964951158,2083.1130874671,8200000,Mumbai,Kurla,12238,3,2,0,15,6,670,1,1,0,0,0,0,0,0,0,1,0
1772.7516731155,5754.8593752007,2080.5254329451,8500000,Mumbai,Kurla,10625,17,7,0,0,6,800,1,2,0,0,2,1,0,0,0,1,1
1772.4293059633,5754.835668143,2080.8656343051,10000000,Mumbai,Kurla,14814,15,11,0,0,3,675,1,2,0,0,2,1,0,0,0,1,1
1772.3918184751,5754.8174960931,2080.9478197359,6000000,Mumbai,Kurla,12631,15,6,0,0,0,475,1,1,0,0,2,1,0,0,0,1,1
1772.0706538281,5754.3123752482,2082.6175083071,8500000,Mumbai,Kurla,12318,9,2,0,0,1,690,1,2,0,0,1,1,0,0,0,1,1
1772.3610861863,5754.3310489416,2082.3187458599,10000000,Mumbai,Kurla,11764,4,0,2,0,4,850,2,2,0,0,0,1,0,0,0,1,0
1771.7900443098,5754.401635362,2082.6096268451,9500000,Mumbai,Kurla,13286,13,9,0,1,0,715,1,2,0,0,2,1,0,0,0,1,1
1771.8450090384,5754.4190919062,2082.5146286763,12000000,Mumbai,Kurla,12435,17,7,2,0,6,965,2,2,0,0,2,1,0,0,0,1,2
1772.5753268624,5754.5214400916,2081.6101234681,9000000,Mumbai,Kurla,13235,8,4,0,4,3,680,1,1,0,0,1,2,0,0,0,0,1
1772.5872684584,5754.8625966622,2080.6565957019,14000000,Mumbai,Kurla,12173,12,11,2,2,4,1150,2,2,0,0,2,1,1,0,0,1,2
1772.2692604509,5754.8126763953,2081.0655270945,8000000,Mumbai,Kurla,11851,15,2,0,0,5,675,1,1,0,0,2,1,0,0,0,1,1
1772.0830529463,5754.4479731835,2082.2322582713,2100000,Mumbai,Kurla,10500,4,0,12,0,1,200,1,1,0,0,0,0,0,0,0,0,0
1771.844606032,5754.4220682946,2082.5067471678,12500000,Mumbai,Kurla,13513,17,12,2,0,2,925,2,2,0,0,2,2,0,0,0,1,2
1772.1343055426,5754.3387537162,2082.4904587055,13000000,Mumbai,Kurla,11818,8,1,2,0,3,1100,2,2,0,0,2,1,0,0,0,1,1
1772.3441283222,5754.8315376338,2080.9496063714,7000000,Mumbai,Kurla,13011,15,5,0,0,0,538,1,1,0,0,2,1,0,0,0,1,1
1772.4346914656,5754.8353015104,2080.8620610167,9000000,Mumbai,Kurla,13846,15,10,0,0,2,650,1,2,0,0,2,1,0,0,0,1,1
1772.3618286676,5754.9772083963,2080.5316337708,16800000,Mumbai,Kurla,12444,15,1,2,0,4,1350,2,2,0,0,1,1,0,0,1,1,1
1772.2757823749,5754.8085016014,2081.071517537,7500000,Mumbai,Kurla,11111,15,5,0,0,6,675,1,1,0,0,2,0,0,0,1,1,1
1772.4422479059,5754.8319861556,2080.8647935314,10000000,Mumbai,Kurla,14814,15,11,0,0,5,675,1,2,0,0,2,1,0,0,0,1,1
1772.1343055426,5754.3387537162,2082.4904587055,13000000,Mumbai,Kurla,11818,8,2,2,0,5,1100,2,2,0,0,2,1,0,0,0,1,1
1772.2781942001,5754.8013359805,2081.0892786615,8000000,Mumbai,Kurla,11851,15,3,0,0,6,675,1,2,0,0,2,1,0,0,0,1,1
1772.2787911149,5754.8061308264,2081.0755111642,8000000,Mumbai,Kurla,11851,15,6,0,0,5,675,1,2,0,0,2,1,0,0,0,1,1
1772.0706538281,5754.3123752482,2082.6175083071,8500000,Mumbai,Kurla,12318,8,7,0,0,1,690,1,2,0,0,1,1,0,0,0,1,1
1772.0556060564,5754.6637899653,2081.6590963717,5500000,Mumbai,Kurla,12304,17,12,0,0,6,447,1,1,0,0,3,1,0,0,0,1,1
1772.4554879788,5754.820345967,2080.8857077645,10000000,Mumbai,Kurla,14814,15,11,0,0,4,675,1,2,0,0,2,1,0,0,0,1,1
1772.4381592624,5754.7983592683,2080.9612720457,9000000,Mumbai,Kurla,13846,15,8,0,0,5,650,1,2,0,0,2,1,0,0,0,1,1
1772.4531460145,5754.8227393601,2080.8810835141,9000000,Mumbai,Kurla,13333,15,12,0,0,5,675,1,2,0,0,2,1,0,0,0,1,1
1772.8859076587,5754.3206021165,2081.9008061103,11800000,Mumbai,Kurla,12114,8,2,2,0,5,974,2,2,0,0,1,0,0,0,0,1,1
1772.3735248977,5754.8187978522,2080.9598006998,6000000,Mumbai,Kurla,12631,15,7,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
1772.3441283222,5754.8315376338,2080.9496063714,7000000,Mumbai,Kurla,14000,15,5,0,0,5,500,1,1,0,0,2,1,0,0,0,1,1
1772.1343055426,5754.3387537162,2082.4904587055,8500000,Mumbai,Kurla,12142,8,2,0,0,2,700,1,1,0,0,2,1,0,0,0,1,1
1772.7587249205,5754.8708433094,2080.4877024501,7800000,Mumbai,Kurla,12000,18,9,0,1,5,650,1,2,0,0,2,1,0,0,0,1,1
1772.2594446563,5754.8125828873,2081.0741449234,7500000,Mumbai,Kurla,11111,15,6,0,0,6,675,1,2,0,0,2,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,4,475,1,1,0,0,2,1,0,0,0,1,1
1772.3742279815,5754.8185813159,2080.9598006998,6000000,Mumbai,Kurla,12631,15,7,0,0,0,475,1,1,0,0,2,1,0,0,0,1,1
1772.3702439711,5754.3561404484,2082.2416111418,11000000,Mumbai,Kurla,13580,4,1,4,0,5,810,2,1,0,0,0,1,0,0,0,1,1
1772.26247642,5754.8227845923,2081.0433519297,8000000,Mumbai,Kurla,11851,15,2,0,0,5,675,1,1,0,0,2,1,0,0,1,1,1
1772.2729016751,5754.8095027682,2081.0712022506,8000000,Mumbai,Kurla,11851,13,6,0,0,0,675,1,2,0,0,2,1,0,0,0,1,1
1772.0706538281,5754.3123752482,2082.6175083071,8500000,Mumbai,Kurla,12318,9,5,0,0,5,690,1,2,0,0,1,1,0,0,0,1,1
1772.4381592624,5754.7983592683,2080.9612720457,9000000,Mumbai,Kurla,13846,15,10,0,0,3,650,1,2,0,0,2,1,0,0,0,1,1
1772.3859153909,5754.9632931396,2080.5496056428,14000000,Mumbai,Kurla,13333,8,4,2,1,7,1050,2,1,0,0,1,1,0,0,0,1,1
1772.3853768602,5754.9636869668,2080.5489750511,14000000,Mumbai,Kurla,13333,8,5,2,0,2,1050,2,2,0,0,1,1,0,0,0,1,1
1772.1343055426,5754.3387537162,2082.4904587055,13000000,Mumbai,Kurla,11818,8,2,2,0,4,1100,2,2,0,0,2,1,0,0,0,1,1
1772.3753136802,5754.8188929935,2080.9580140653,6000000,Mumbai,Kurla,12631,15,7,0,0,3,475,1,1,0,0,2,1,0,0,0,1,1
1772.1623709867,5754.3006359234,2082.5719008645,8200000,Mumbai,Kurla,13120,7,6,0,10,3,625,1,1,0,0,1,2,0,0,0,1,0
1772.3697085728,5754.3590432744,2082.234044775,13000000,Mumbai,Kurla,13684,4,1,2,0,1,950,2,2,0,0,0,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,7,475,1,1,0,0,2,1,0,0,0,1,1
1772.3720675121,5754.8197787417,2080.9583293538,6000000,Mumbai,Kurla,12631,15,7,0,0,3,475,1,1,0,0,2,1,0,0,0,1,1
1772.3720903915,5754.356066089,2082.2402449925,11000000,Mumbai,Kurla,13580,4,2,4,0,5,810,2,1,0,0,0,1,0,0,0,1,1
1772.767322993,5754.8741219314,2080.4713070006,7800000,Mumbai,Kurla,12000,18,9,0,1,5,650,1,2,0,0,2,1,0,0,0,1,1
1772.8936598931,5754.3175673086,2081.9025926481,8500000,Mumbai,Kurla,12142,8,3,0,7,2,700,1,1,0,0,1,1,0,0,0,1,1
1772.4381592624,5754.7983592683,2080.9612720457,9000000,Mumbai,Kurla,13846,15,4,0,0,5,650,1,2,0,0,2,1,0,0,0,1,1
1772.4381592624,5754.7983592683,2080.9612720457,9000000,Mumbai,Kurla,13846,15,7,0,0,4,650,1,2,0,0,2,1,0,0,0,1,1
1772.4381592624,5754.7983592683,2080.9612720457,9000000,Mumbai,Kurla,13846,15,6,0,0,3,650,1,2,0,0,2,1,0,0,0,1,1
1772.3891684888,5754.8178182081,2080.9491859866,6000000,Mumbai,Kurla,12631,15,7,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,7,475,1,1,0,0,2,1,0,0,0,1,1
1772.430228049,5754.7815341379,2081.014555702,6000000,Mumbai,Kurla,12631,15,6,0,0,6,475,1,1,0,0,2,1,0,0,0,1,1
